execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
8,math,MATH-31b,31b,becnhmark/applications/MATH-bins/MATH-31b,math3,becnhmark/crashes/MATH/MATH-31b/MATH-31b.log,yes,31f,8,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-31b
9,math,MATH-31b,31b,becnhmark/applications/MATH-bins/MATH-31b,math3,becnhmark/crashes/MATH/MATH-31b/MATH-31b.log,yes,31f,8,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-31b
10,math,MATH-31b,31b,becnhmark/applications/MATH-bins/MATH-31b,math3,becnhmark/crashes/MATH/MATH-31b/MATH-31b.log,yes,31f,8,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-31b
1,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
2,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
3,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
4,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
5,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
6,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
7,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
8,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
9,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
10,math,MATH-38b,38b,becnhmark/applications/MATH-bins/MATH-38b,math3,becnhmark/crashes/MATH/MATH-38b/MATH-38b.log,yes,38f,6,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-38b
1,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
2,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
3,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
4,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
5,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
6,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
7,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
8,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
9,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
10,math,MATH-3b,3b,becnhmark/applications/MATH-bins/MATH-3b,math3,becnhmark/crashes/MATH/MATH-3b/MATH-3b.log,yes,3f,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-3b
1,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
2,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
3,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
4,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
5,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
6,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
7,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
8,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
9,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
10,math,MATH-40b,40b,becnhmark/applications/MATH-bins/MATH-40b,math3,becnhmark/crashes/MATH/MATH-40b/MATH-40b.log,yes,40f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-40b
1,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
2,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
3,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
4,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
5,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
6,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
7,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
8,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
9,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
10,math,MATH-49b,49b,becnhmark/applications/MATH-bins/MATH-49b,math3,becnhmark/crashes/MATH/MATH-49b/MATH-49b.log,yes,49f,4,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-49b
1,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
2,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
3,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
4,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
5,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
6,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
7,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
8,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
9,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
10,math,MATH-51b,51b,becnhmark/applications/MATH-bins/MATH-51b,math3,becnhmark/crashes/MATH/MATH-51b/MATH-51b.log,yes,51f,7,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-51b
1,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
2,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
3,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
4,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
5,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
6,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
7,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
8,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
9,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
10,math,MATH-58b,58b,becnhmark/applications/MATH-bins/MATH-58b,math3,becnhmark/crashes/MATH/MATH-58b/MATH-58b.log,yes,58f,12,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-58b
1,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
2,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
3,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
4,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
5,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
6,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
7,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
8,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
9,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
10,math,MATH-60b,60b,becnhmark/applications/MATH-bins/MATH-60b,math3,becnhmark/crashes/MATH/MATH-60b/MATH-60b.log,yes,60f,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-60b
1,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
2,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
3,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
4,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
5,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
6,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
7,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
8,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
9,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
10,math,MATH-61b,61b,becnhmark/applications/MATH-bins/MATH-61b,math3,becnhmark/crashes/MATH/MATH-61b/MATH-61b.log,yes,61f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-61b
1,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
2,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
3,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
4,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
5,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
6,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
7,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
8,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
9,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
10,math,MATH-78b,78b,becnhmark/applications/MATH-bins/MATH-78b,math3,becnhmark/crashes/MATH/MATH-78b/MATH-78b.log,yes,78f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-78b
1,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
2,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
3,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
4,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
5,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
6,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
7,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
8,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
9,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
10,math,MATH-84b,84b,becnhmark/applications/MATH-bins/MATH-84b,math3,becnhmark/crashes/MATH/MATH-84b/MATH-84b.log,yes,84f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-84b
1,math,MATH-85b,85b,becnhmark/applications/MATH-bins/MATH-85b,math3,becnhmark/crashes/MATH/MATH-85b/MATH-85b.log,yes,85f,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/MATH-85b
